gene,LRL01_S1,LRL02_S2,LRL03_S3,LRL04_S4,LRL05_S5,LRL06_S6,LRL07_S7,LRL08_S8,LRL09_S9,LRL10_S10,LRL11_S11,LRL12_S12
WBGene00220147,0,1,0,1,1,0,0,1,0,0,1,0
WBGene00077546,0,0,1,3,4,2,3,5,5,0,1,1
WBGene00007218,7,10,13,43,47,55,78,74,55,33,31,27
WBGene00198708,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007217,2693,3307,2716,2374,2255,2340,929,905,736,754,817,677
WBGene00007215,1156,1170,1106,918,911,923,371,313,263,450,438,399
WBGene00007216,1385,1714,1385,1371,1353,1316,805,810,806,879,941,840
WBGene00007214,149,164,114,188,184,189,654,571,498,320,352,306
WBGene00007219,135,114,109,112,88,123,165,129,149,171,186,194
WBGene00044982,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007213,47,35,55,77,61,91,21,16,20,16,18,15
WBGene00012290,47,33,31,56,32,28,34,33,24,30,50,38
WBGene00219206,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077561,4,2,0,0,0,2,0,1,0,1,3,0
WBGene00012289,213,353,258,231,239,218,256,229,224,348,369,408
WBGene00044066,93,100,97,214,171,196,0,0,0,1,1,2
WBGene00012739,1879,2761,2258,1630,1603,1623,573,529,426,805,896,741
WBGene00012740,1217,839,1000,1072,902,942,442,353,322,363,386,354
WBGene00199760,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012738,1452,1425,1149,1220,1120,1254,898,700,659,1088,1189,979
WBGene00005010,1765,1806,1597,1549,1382,1484,408,324,283,359,382,339
WBGene00220148,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013023,36,56,31,81,61,75,128,140,103,140,135,102
WBGene00013021,745,715,671,712,656,687,181,128,112,216,274,249
WBGene00173043,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045238,595,1108,825,2126,1954,1705,2122,3168,2012,126,171,159
WBGene00220171,154,111,148,133,129,141,125,119,100,118,103,114
WBGene00013020,1027,801,877,1102,1049,1051,1383,1131,963,733,722,661
WBGene00013019,1468,1565,1336,1582,1491,1619,254,210,219,220,221,208
WBGene00013018,2064,1891,1740,1942,1804,1743,1587,1399,1232,1087,1249,1076
WBGene00013603,303,339,292,398,385,405,488,458,354,364,412,340
WBGene00003585,93,91,70,50,40,59,159,146,155,64,56,60
WBGene00044260,66,71,57,61,40,52,80,63,64,103,115,151
WBGene00013604,652,607,454,449,424,467,95,71,68,62,75,79
WBGene00077718,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00013593,1424,1411,1313,1362,1264,1296,237,204,187,271,304,255
WBGene00219288,31,36,29,67,67,61,4,6,4,3,4,6
WBGene00044261,7,11,11,14,9,13,6,2,2,5,4,5
WBGene00013594,555,536,487,340,332,335,683,730,597,278,299,288
WBGene00199013,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013595,1126,1066,927,1152,1028,976,1129,1002,924,825,930,801
WBGene00201013,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201927,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000089,174,195,192,175,161,200,375,384,413,287,284,296
WBGene00006936,4956,4613,4627,4398,4048,4123,2385,2124,1849,2244,2490,2266
WBGene00013602,49,43,54,32,44,31,60,60,55,58,68,67
WBGene00001704,18,15,7,9,7,5,0,0,2,3,3,2
WBGene00000891,1514,1676,1559,1653,1565,1539,330,358,327,360,340,300
WBGene00013596,1876,2054,1637,2268,2060,2136,162,174,174,187,190,167
WBGene00013597,3790,3804,3329,3739,3482,3606,4372,3788,3531,2589,2954,2628
WBGene00006709,948,1110,917,814,817,894,740,707,539,546,645,520
WBGene00013598,2109,2737,2148,2157,2043,2195,1161,1072,1024,910,1017,799
WBGene00013599,874,924,756,760,672,743,255,228,189,218,280,232
WBGene00013601,1134,936,937,1103,932,1032,471,383,378,401,474,479
WBGene00012386,2238,2368,2007,2641,2436,2627,1485,1233,1153,1312,1400,1262
WBGene00012351,3853,4162,3523,4107,3696,3870,2652,2352,2031,2948,3172,2612
WBGene00006793,3367,3482,3135,2910,2765,2895,114,96,75,138,157,123
WBGene00255577,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014858,5,12,12,17,21,19,0,1,0,2,1,0
WBGene00199775,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002116,5,5,7,12,7,18,12,18,15,33,48,47
WBGene00012352,516,618,471,620,615,587,449,379,313,337,417,372
WBGene00199602,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196610,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00194659,7,9,6,5,9,12,17,12,22,21,18,15
WBGene00004445,11236,8131,8614,7090,6484,7037,7167,5563,4419,8386,10002,7924
WBGene00012353,1534,1663,1507,1714,1569,1661,628,481,513,565,629,613
WBGene00012354,5354,4920,4096,3813,3682,3937,8520,6264,5175,5046,5715,4737
WBGene00012355,0,0,0,0,0,1,0,1,0,1,0,0
WBGene00194660,7,22,20,14,20,15,6,7,5,7,3,5
WBGene00012234,1550,1973,1777,1815,1642,1854,362,370,342,306,340,322
WBGene00012233,0,4,1,1,1,4,0,0,0,0,0,0
WBGene00012232,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00012231,376,415,355,572,591,545,4003,4312,4092,1571,1557,1566
WBGene00012235,136,157,143,123,112,124,279,310,248,250,266,271
WBGene00012387,32,31,32,52,60,50,125,161,115,145,171,188
WBGene00198570,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200985,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195985,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197789,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012388,0,2,0,2,2,6,0,0,0,0,0,2
WBGene00014861,0,0,0,0,2,0,0,0,0,0,0,0
WBGene00012394,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00006505,41,41,42,30,25,43,79,62,44,17,28,24
WBGene00198788,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00220128,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012393,381,398,376,367,348,355,229,249,160,214,231,204
WBGene00012391,19,30,23,15,5,23,12,8,11,15,20,15
WBGene00012390,414,470,399,346,361,343,212,233,235,247,280,268
WBGene00012389,1309,1170,1055,1384,1368,1335,752,637,592,495,561,548
WBGene00012576,367,388,367,381,328,341,239,220,260,203,266,218
WBGene00012578,908,1067,841,1078,958,947,931,795,714,699,760,672
WBGene00012577,4,4,2,11,8,10,3,1,1,0,2,4
WBGene00172703,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170108,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003581,1036,1102,929,968,881,904,1261,1131,898,730,780,646
WBGene00014870,51,65,44,54,60,59,20,27,20,13,11,16
WBGene00014871,89,72,101,119,94,91,55,59,25,34,15,27
WBGene00012370,293,303,264,248,259,263,153,157,114,138,144,127
WBGene00044065,885,768,689,1223,1079,1136,695,520,535,974,1089,981
WBGene00012366,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012371,305,324,283,365,346,312,194,215,120,162,180,166
WBGene00194809,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012369,2703,2485,2360,2706,2548,2521,1421,1158,1081,799,854,766
WBGene00172654,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199061,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201665,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196468,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197271,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012365,772,962,763,730,748,789,306,328,288,215,269,240
WBGene00012368,90,193,140,147,152,176,40,48,53,90,96,97
WBGene00194810,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012236,720,852,693,766,654,749,10,10,11,21,17,13
WBGene00012237,133,143,117,141,138,156,36,42,26,22,28,22
WBGene00012239,1063,935,1066,834,798,810,370,411,417,428,475,410
WBGene00012238,32,46,40,26,40,41,1,0,0,0,2,1
WBGene00012240,78,136,108,154,141,181,1,1,2,3,2,0
WBGene00189979,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195155,12,16,14,20,21,20,0,0,1,0,1,0
WBGene00012241,2202,2380,2046,2082,2038,2015,159,157,145,144,173,149
WBGene00006382,1452,2303,1845,1875,1674,1918,388,388,361,456,510,489
WBGene00013500,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013501,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006616,69,152,92,83,61,51,3,3,4,15,19,17
WBGene00196880,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200024,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013502,0,0,0,1,1,0,0,0,0,0,0,0
WBGene00013503,0,1,0,1,3,2,0,1,0,0,0,0
WBGene00235237,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195229,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195228,0,0,0,1,0,1,2,0,0,0,2,0
WBGene00195227,1,2,2,5,2,6,4,8,8,5,5,5
WBGene00013505,17,19,20,33,23,32,31,46,51,82,83,62
WBGene00013506,612,558,583,591,669,660,399,379,357,391,392,348
WBGene00200705,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201688,1,2,0,0,0,0,0,0,0,0,0,0
WBGene00004475,17310,16047,14458,17685,16792,16415,15675,13063,10442,20240,24291,18882
WBGene00013507,28,46,46,66,47,75,10,16,5,12,10,7
WBGene00189983,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013510,53,87,80,105,93,92,112,150,140,136,171,136
WBGene00014947,70,92,84,112,96,95,48,58,74,86,84,92
WBGene00175036,3,5,14,9,7,4,9,14,14,6,11,7
WBGene00077443,31,49,37,54,62,61,5,7,10,14,7,10
WBGene00013508,185,341,230,268,258,288,5,8,4,3,4,5
WBGene00077715,0,0,0,0,0,0,0,0,1,0,1,0
WBGene00045058,80,128,115,134,104,127,32,35,23,23,19,19
WBGene00013511,16,14,12,7,15,25,1,3,0,0,2,0
WBGene00045077,86,106,102,90,67,74,28,38,26,51,55,62
WBGene00013509,204,199,208,137,137,130,11,11,9,20,29,20
WBGene00195916,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197026,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197508,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198612,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013865,10,8,9,4,2,6,1,0,1,0,1,2
WBGene00002111,17,28,20,45,39,33,75,57,47,82,78,75
WBGene00086553,2,7,2,0,2,3,7,10,5,3,1,8
WBGene00002112,13,24,8,10,23,20,41,42,24,34,47,54
WBGene00002108,0,0,1,1,2,3,1,2,1,3,9,7
WBGene00002110,106,109,80,77,68,84,313,261,213,251,275,227
WBGene00219637,2,5,1,4,4,2,6,1,2,11,3,9
WBGene00045396,0,2,1,3,1,0,2,1,1,3,1,3
WBGene00220232,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002107,0,4,5,15,15,19,17,26,7,29,27,33
WBGene00002113,13,9,10,7,5,14,13,9,12,29,29,32
WBGene00002109,12,11,12,31,41,44,38,55,36,79,100,102
WBGene00013512,0,2,4,3,1,0,1,0,0,0,0,0
WBGene00195955,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00050878,4,3,1,3,2,10,2,5,2,5,5,7
WBGene00013513,64,95,61,107,92,105,145,117,133,144,136,135
WBGene00004875,4208,3498,3430,3322,3138,3207,14771,13721,11681,10142,10961,9391
WBGene00009828,2,0,0,0,0,0,16,11,21,2,3,2
WBGene00009822,1,1,0,0,0,0,0,1,0,0,0,2
WBGene00044975,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009827,20,16,18,40,39,60,3,1,2,1,1,3
WBGene00009826,5,19,7,3,2,3,3,4,4,7,9,5
WBGene00009825,422,394,377,382,361,370,710,616,547,617,633,547
WBGene00197032,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198066,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197035,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197618,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009824,558,588,474,410,365,442,2870,2636,2192,3464,3956,2943
WBGene00009823,637,586,536,1173,974,1067,325,251,273,917,1023,835
WBGene00013408,13,35,19,23,27,25,1,0,0,0,1,1
WBGene00013409,4,11,5,16,15,13,0,0,0,0,0,0
WBGene00013410,26,85,41,45,43,42,0,0,0,1,0,0
WBGene00013404,36,36,27,31,34,35,0,0,0,0,3,0
WBGene00013403,31,54,40,65,40,61,4,1,1,0,2,1
WBGene00198588,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00013405,856,911,751,915,828,847,33,27,39,22,40,30
WBGene00006565,2120,1538,1776,2430,2191,2015,1519,1328,1134,1699,1855,1585
WBGene00001047,4651,4971,4069,5153,4850,5010,3128,2757,2586,2659,2899,2643
WBGene00013406,1621,1489,1457,1537,1492,1470,1597,1472,1058,1299,1455,1211
WBGene00013407,1119,983,1008,1054,988,936,643,593,435,535,601,561
WBGene00010537,1013,883,891,1012,963,977,332,256,231,229,282,258
WBGene00002181,303,375,310,223,247,219,47,32,36,49,76,78
WBGene00014700,0,0,0,0,0,0,1,0,0,1,2,0
WBGene00014699,0,0,1,0,1,0,2,3,1,2,1,1
WBGene00007990,2,0,2,1,1,0,6,5,6,3,7,7
WBGene00014698,23,21,20,44,34,37,152,123,57,69,78,73
WBGene00007989,10,19,18,42,27,40,148,144,101,51,85,54
WBGene00007992,4,11,4,14,21,15,29,23,27,23,39,13
WBGene00007988,43,57,43,89,83,73,39,23,30,66,72,65
WBGene00199200,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014282,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00007991,596,595,513,706,627,681,115,73,83,63,62,83
WBGene00200165,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200720,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077520,7,4,11,15,9,10,47,25,29,16,19,29
WBGene00004202,371,356,364,614,548,548,722,743,626,945,1100,906
WBGene00201723,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014100,7,4,7,9,9,7,0,3,0,6,2,2
WBGene00014101,62,90,48,55,60,75,77,65,60,108,135,125
WBGene00014104,1,1,1,6,2,4,0,0,0,4,6,3
WBGene00014103,37,37,36,17,23,16,74,56,38,73,75,59
WBGene00199064,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014102,1,1,1,5,4,4,3,0,0,0,2,0
WBGene00008185,5,5,7,9,8,8,1,1,0,0,3,3
WBGene00196897,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199799,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008184,1,3,1,2,1,1,2,2,0,1,4,3
WBGene00008186,2,6,2,6,1,4,0,0,0,0,2,2
WBGene00001377,160,204,171,298,271,254,3,5,4,12,11,9
WBGene00196062,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198411,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008190,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00197696,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200286,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008187,0,5,1,1,1,0,0,0,0,0,0,0
WBGene00008191,320,353,293,361,325,323,523,495,420,560,559,523
WBGene00201068,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008188,0,0,0,0,0,0,1,0,0,0,0,1
WBGene00010576,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010577,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010578,8,1,6,17,11,11,55,60,37,8,8,11
WBGene00003980,738,714,564,776,808,746,2482,2187,1816,1712,1932,1923
WBGene00008610,153,212,137,154,182,165,398,292,290,360,429,489
WBGene00196421,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200766,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199508,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00008613,23,34,16,28,23,26,3,2,2,2,5,5
WBGene00008611,39,56,48,46,37,36,0,0,0,0,0,0
WBGene00008612,12,18,18,10,15,15,0,0,0,0,1,1
WBGene00009862,92,128,81,67,56,51,1,3,1,3,0,3
WBGene00009861,13,9,10,24,35,33,0,0,0,0,0,0
WBGene00086555,13,13,15,24,25,21,0,0,0,0,0,0
WBGene00009863,12,12,11,3,8,6,0,0,0,1,0,0
WBGene00009864,7,8,2,3,0,5,0,0,0,0,2,2
WBGene00268216,1,2,0,1,0,3,0,0,0,0,0,1
WBGene00200301,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00005078,166,177,178,130,129,128,172,157,134,254,252,206
WBGene00009865,27,38,23,33,46,26,23,17,18,35,25,30
WBGene00013666,81,115,88,105,99,97,222,220,172,192,252,250
WBGene00013667,1872,2033,1648,2594,2360,2645,1221,1125,1093,1314,1410,1327
WBGene00013668,2281,1867,2086,2234,1994,2095,1189,940,931,1150,1188,1116
WBGene00001156,2314,2561,2194,1218,1201,1045,3587,3370,2581,1952,2383,2006
WBGene00255584,0,1,0,1,0,1,0,2,0,0,1,1
WBGene00000241,28,27,14,12,6,6,8,8,8,12,13,21
WBGene00201101,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201973,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173790,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044264,1,0,2,0,1,3,1,2,0,1,1,1
WBGene00006824,290,252,252,199,198,163,690,576,494,535,671,551
WBGene00195999,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196717,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002977,267,355,283,263,251,227,467,455,348,447,479,457
WBGene00001147,3,4,1,3,3,3,4,4,2,5,2,3
WBGene00013669,1285,1123,1074,1051,957,1015,37,39,40,40,36,44
WBGene00000158,2879,2691,2427,2636,2417,2400,2292,1897,1717,1644,1794,1606
WBGene00013670,2205,2758,2158,2200,2175,2243,2295,2078,1725,2105,2158,2029
WBGene00013671,578,515,489,386,411,348,304,234,194,330,335,297
WBGene00077689,8,15,12,10,12,13,20,9,5,17,26,16
WBGene00013672,349,303,329,554,588,508,1031,783,761,866,982,819
WBGene00198052,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198757,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197519,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198649,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013684,5,5,8,5,10,8,1,2,1,9,8,8
WBGene00013673,48,85,48,118,96,113,34,34,26,49,52,48
WBGene00013674,2176,1661,1846,1605,1462,1597,154,148,100,166,183,165
WBGene00220225,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004489,20632,19295,17759,21521,20451,19976,18865,16752,13406,21307,24053,19097
WBGene00014612,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013676,1723,1882,1721,1631,1492,1649,325,310,248,235,298,244
WBGene00013677,1831,2211,1638,2254,2062,2180,1539,1342,1218,1782,1926,1712
WBGene00013678,769,1038,909,768,738,788,404,396,410,435,465,463
WBGene00013685,28,62,34,55,53,61,36,32,24,78,77,64
WBGene00013679,1895,2241,1744,1773,1614,1771,302,257,280,247,252,262
WBGene00001365,1314,1022,1138,1009,925,1016,419,322,295,336,358,334
WBGene00013683,448,479,498,411,411,435,513,507,436,484,594,538
WBGene00197112,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196075,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200093,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013680,1093,1367,1105,1123,1025,1105,377,304,317,403,410,375
WBGene00195175,457,356,462,311,307,320,410,373,383,422,437,429
WBGene00013682,2074,1427,1983,2525,2367,2343,3699,3136,3217,2193,2427,2331
WBGene00198876,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201794,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044265,0,1,0,1,0,1,0,1,0,2,0,2
WBGene00002978,11929,10242,9720,8905,9062,8816,26124,20166,16828,25291,29613,26625
WBGene00202346,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013687,2653,2947,2579,3071,2914,3111,689,629,605,629,763,647
WBGene00013692,134,174,97,155,137,145,163,124,139,185,181,139
WBGene00013689,2984,2525,2618,2961,2786,2865,1105,868,831,873,1043,881
WBGene00013688,2525,3408,2523,2447,2297,2294,350,372,307,560,655,520
WBGene00013690,1934,2037,1795,1665,1542,1618,4967,4629,4408,4887,5312,4388
WBGene00013691,345,332,288,279,284,285,132,113,98,127,159,124
WBGene00220226,9,20,13,9,7,8,15,12,5,11,9,9
WBGene00001334,2501,2722,2251,3889,3536,3487,1574,1429,1394,2216,2270,2071
WBGene00013693,62,85,73,66,59,51,65,65,50,109,125,134
WBGene00196890,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014964,0,0,1,1,1,1,0,0,0,0,0,0
WBGene00196097,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00013197,626,534,520,403,396,415,1466,1390,1353,986,1080,894
WBGene00013198,147,195,143,239,209,228,194,207,233,182,202,195
WBGene00003790,1913,1427,1655,1948,1829,1784,305,269,262,520,553,478
WBGene00013200,1883,2383,1701,2326,2275,2335,696,631,499,1764,1964,1611
WBGene00013201,654,797,665,781,725,738,298,308,270,284,333,259
WBGene00013202,1720,1667,1619,1778,1724,1832,913,747,720,594,675,592
WBGene00013203,380,340,320,310,283,283,922,769,720,508,497,457
WBGene00003951,4855,4009,3767,5248,5147,4948,2938,2348,1896,2842,3149,2658
WBGene00010579,3391,2386,2700,4095,3829,3777,2234,1947,1508,2397,2722,2406
WBGene00010587,75,92,88,163,164,153,18,30,24,31,42,41
WBGene00010586,2,0,2,1,1,6,0,0,1,0,1,1
WBGene00010585,154,189,159,198,179,188,35,27,27,43,34,39
WBGene00010584,9,5,10,21,23,19,0,0,2,7,2,2
WBGene00010581,168,180,177,205,205,231,2,2,0,0,2,0
WBGene00010583,2155,2276,1894,1866,1839,1862,198,184,184,204,198,185
WBGene00001979,2179,1744,1797,2001,1897,1863,649,584,468,713,710,622
WBGene00010582,2253,2496,2148,1976,1805,1873,498,457,405,430,502,444
WBGene00010580,4,13,9,11,10,19,2,4,1,5,6,7
WBGene00009559,1174,1301,1060,1027,973,1009,461,387,384,363,439,354
WBGene00001030,6830,6909,6220,7224,7236,7043,2054,1715,1726,2084,2115,1997
WBGene00043308,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219940,1,0,1,0,0,0,0,0,0,0,0,0
WBGene00004495,18765,17205,14874,17246,15532,15764,16777,14649,11598,17054,19921,15244
WBGene00009558,151,125,110,109,120,132,224,136,158,229,222,193
WBGene00198609,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009557,396,399,361,293,308,321,65,55,62,84,76,88
WBGene00009556,895,948,721,738,667,747,206,180,141,161,179,116
WBGene00006349,1418,808,1454,1524,1298,1500,340,327,324,278,328,297
WBGene00009554,789,935,734,959,930,925,1233,1208,1032,706,789,751
WBGene00006730,2891,2623,2325,2590,2518,2475,1953,1688,1335,1476,1626,1396
WBGene00009553,3051,2282,2706,2495,2333,2552,208,213,216,196,213,201
WBGene00197565,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00010766,1329,1817,1572,1375,1230,1338,685,609,539,562,713,630
WBGene00010767,1086,1188,1076,718,666,677,96,85,76,88,95,70
WBGene00199511,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200067,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004889,1608,1304,1574,1994,1830,1856,224,207,187,334,401,362
WBGene00013204,741,748,690,733,652,670,244,212,234,217,264,207
WBGene00002324,760,910,707,646,633,647,108,111,102,99,101,101
WBGene00006711,1347,1249,1180,1316,1167,1354,728,681,624,604,567,571
WBGene00014921,1,1,2,3,3,3,0,0,0,1,0,0
WBGene00005839,1,1,2,1,1,1,0,2,0,0,0,0
WBGene00005840,1,0,0,0,0,0,0,0,1,0,2,6
WBGene00009304,235,335,287,74,61,64,73,58,53,137,151,149
WBGene00202027,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044245,3,4,2,0,0,0,1,0,0,3,0,0
WBGene00009305,1861,2080,1749,1646,1591,1604,229,230,217,222,205,218
WBGene00009306,1006,803,767,1686,1524,1449,2855,2392,2306,3189,3391,2981
WBGene00000088,385,436,366,530,511,490,1056,1055,942,1268,1371,1380
WBGene00006272,39,40,25,56,44,42,51,43,51,122,111,104
WBGene00006789,9451,8960,8207,68085,59185,68576,16856,15638,14204,140446,149298,131330
WBGene00008695,38,66,59,50,54,60,39,42,35,37,38,37
WBGene00006845,18,35,21,37,35,25,24,10,7,11,8,14
WBGene00001488,3991,3763,3847,4337,4015,3874,5192,4481,4460,6977,7340,7173
WBGene00220240,2,0,0,0,0,0,0,0,0,0,0,0
WBGene00200345,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00220241,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004237,535,542,465,654,675,697,1110,983,936,1052,1160,973
WBGene00009022,2,1,4,6,2,5,4,1,5,4,2,4
WBGene00002189,1667,1181,1349,1229,1225,1234,3638,3136,3036,2910,3157,2997
WBGene00219910,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00219911,0,0,0,0,0,0,1,1,0,0,1,0
WBGene00196768,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014148,399,518,370,496,539,456,832,639,541,869,926,785
WBGene00014149,16,23,10,15,17,26,2,2,3,8,9,8
WBGene00000469,157,168,148,137,134,134,4,2,3,4,5,11
WBGene00014150,321,367,334,466,391,411,1346,1341,1137,981,1122,864
WBGene00013970,107,98,92,74,66,73,150,109,105,210,242,228
WBGene00006399,0,7,3,1,2,3,1,1,0,0,1,5
WBGene00013969,1886,2156,1690,1985,2022,1969,2540,2239,2140,3808,4371,4098
WBGene00044997,0,1,2,1,4,4,0,2,1,0,1,1
WBGene00003471,107,122,79,44,43,41,83,65,77,59,58,77
WBGene00009368,2723,3010,2760,2992,2759,2872,82,88,82,144,131,145
WBGene00009369,1514,1530,1387,1211,1125,1167,1116,1074,1043,691,737,693
WBGene00001049,1588,1757,1585,1890,1673,1775,60,60,54,108,120,83
WBGene00009366,2596,2781,2392,2207,2132,2077,532,466,404,528,671,551
WBGene00174124,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009370,354,349,355,494,436,426,170,140,160,215,215,192
WBGene00009371,35,57,47,31,22,26,1,2,1,14,8,13
WBGene00009367,2421,2859,2428,3227,2932,2966,121,112,101,175,188,180
WBGene00009284,1567,1559,1421,1688,1483,1585,508,421,394,526,569,567
WBGene00000881,7361,6588,5442,8071,7935,7163,18528,13411,10730,13730,15708,13003
WBGene00009285,2543,2885,2678,2850,2631,2747,1135,1046,1079,786,835,789
WBGene00219927,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009286,3815,3216,3153,3278,3070,3292,1029,927,881,669,728,641
WBGene00189974,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009287,1133,1327,1026,902,894,876,4,6,2,7,5,13
WBGene00009288,248,302,229,196,178,191,420,384,360,346,423,366
WBGene00004677,1039,769,745,490,665,611,1559,884,819,841,691,950
WBGene00201398,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004512,0,1,0,2,0,0,4,0,1,1,0,0
WBGene00198814,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004567,370,311,364,249,238,227,245,243,101,114,210,415
WBGene00004622,60666,61314,45152,32638,45148,40715,103369,58749,47906,45523,43381,56479
WBGene00196396,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004513,1,0,1,1,0,0,0,1,0,1,0,0
WBGene00195813,0,0,0,0,0,0,0,0,0,0,0,0
