gene,LRL01_S1,LRL02_S2,LRL03_S3,LRL04_S4,LRL05_S5,LRL06_S6,LRL07_S7,LRL08_S8,LRL09_S9,LRL10_S10,LRL11_S11,LRL12_S12
WBGene00198530,0,0,0,2,0,0,0,0,0,0,2,0
WBGene00006463,2316,2592,2005,2091,1967,2067,125,140,92,98,130,105
WBGene00020819,1356,1274,1338,1153,1114,1232,51,37,31,52,51,65
WBGene00007060,42,51,44,75,66,88,0,0,0,6,3,5
WBGene00017755,316,507,528,625,554,624,12,12,15,36,39,46
WBGene00172353,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017754,15,28,14,18,26,32,13,19,9,10,11,11
WBGene00004503,5028,4476,3854,5605,5180,5081,1593,1359,1194,1576,1609,1481
WBGene00005076,2,1,0,1,1,3,0,1,0,0,1,1
WBGene00005075,0,1,2,0,0,0,0,0,0,1,0,1
WBGene00044455,101,84,80,36,48,42,283,239,237,98,135,123
WBGene00017752,26,26,23,29,20,34,14,32,27,16,13,11
WBGene00017751,122,107,110,31,20,31,239,250,207,198,258,240
WBGene00197504,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197506,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017756,481,601,427,715,686,577,2714,2743,1793,1605,2125,1692
WBGene00000044,38,50,38,62,55,61,39,25,34,39,52,44
WBGene00200078,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023093,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201862,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044295,5,18,10,2,5,5,4,6,7,21,14,17
WBGene00003859,35,38,36,9,19,26,37,38,29,53,56,48
WBGene00004102,3,8,10,0,5,4,3,0,1,0,3,0
WBGene00015637,1,0,1,2,1,0,1,0,0,3,1,0
WBGene00015638,322,359,301,467,452,471,164,127,112,107,141,118
WBGene00015639,5,12,18,8,5,5,1,3,1,5,6,6
WBGene00015640,314,495,427,419,277,377,141,147,137,220,219,245
WBGene00015641,617,832,652,818,766,863,199,195,166,173,201,163
WBGene00015642,809,909,850,1006,944,966,91,106,91,126,138,129
WBGene00017849,106,162,163,207,185,198,55,55,42,58,50,60
WBGene00017848,47,46,30,36,35,29,1,2,1,0,0,3
WBGene00044454,0,0,3,0,0,0,0,0,0,1,0,0
WBGene00000060,6,13,11,7,14,14,9,14,17,18,31,24
WBGene00017648,2552,2421,2191,2897,2684,2645,5307,5211,4624,4542,4691,4413
WBGene00017646,1317,1239,1088,1232,1150,1161,569,467,448,465,513,409
WBGene00198998,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00002889,3031,3168,2989,3936,3627,3603,1576,1396,1345,1838,1970,2084
WBGene00003162,9968,8006,8023,8895,8206,8165,12286,9236,8606,7035,7633,7048
WBGene00017647,21,35,34,33,43,35,13,24,16,15,16,19
WBGene00005263,0,2,0,1,0,1,2,1,2,1,2,1
WBGene00021503,961,841,594,808,717,766,3479,3266,3368,2791,2729,2897
WBGene00021502,1052,1009,939,1215,1006,1148,168,151,105,163,165,151
WBGene00015733,510,461,464,466,462,439,33,26,38,46,48,35
WBGene00015734,2920,2574,2605,2803,2542,2576,1876,1527,1500,1612,1700,1520
WBGene00015735,255,298,336,291,241,266,425,353,321,545,562,588
WBGene00199460,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198622,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019714,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197331,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195364,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196633,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004316,179,206,151,227,211,202,274,255,243,494,497,512
WBGene00201707,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202299,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002169,4549,4937,4226,4617,4310,4626,407,366,369,432,442,434
WBGene00018136,5,8,5,4,2,1,1,2,0,10,3,3
WBGene00018135,15,10,12,30,30,28,0,0,0,0,6,9
WBGene00018134,14,10,15,28,16,19,1,1,1,9,9,8
WBGene00018133,36,62,53,29,22,25,0,3,4,12,18,7
WBGene00018137,3484,3271,3213,3137,2973,3113,176,169,141,143,163,135
WBGene00018132,1719,2207,1712,1631,1486,1658,265,253,224,280,282,260
WBGene00018131,3736,3668,3363,3629,3340,3492,1843,1615,1545,1480,1612,1454
WBGene00023031,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022420,4518,4375,4221,4138,3903,4163,507,433,350,585,616,553
WBGene00023201,0,1,0,0,0,1,0,0,0,2,0,1
WBGene00044452,101,70,85,71,92,82,306,241,294,226,269,228
WBGene00003851,1286,1084,1070,1237,1139,1183,772,620,587,730,819,722
WBGene00022421,2,0,1,0,0,0,0,1,2,2,0,0
WBGene00044453,0,2,1,0,0,2,1,1,1,2,3,3
WBGene00019501,0,1,0,2,2,2,0,2,2,0,4,3
WBGene00201474,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200403,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200938,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202275,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195799,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000998,707,930,873,381,335,362,369,407,438,998,1023,1222
WBGene00199498,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019907,248,314,268,279,224,264,186,157,180,175,159,136
WBGene00200278,3,0,0,1,0,1,0,0,0,1,1,0
WBGene00019908,96,109,121,17,9,11,10,6,4,9,17,10
WBGene00199748,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202413,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017904,570,541,401,466,426,424,939,775,754,732,812,710
WBGene00195368,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023018,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196174,0,0,0,0,0,0,0,1,1,0,0,0
WBGene00043297,2,7,11,3,3,4,2,1,7,3,5,9
WBGene00017905,230,112,187,89,108,100,815,750,774,481,560,511
WBGene00197100,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006498,1327,1502,1315,1317,1217,1170,572,456,419,560,664,648
WBGene00199536,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200544,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202169,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195562,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200149,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201732,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197106,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00174140,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196960,0,0,0,0,1,0,0,0,0,1,0,0
WBGene00199457,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197042,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197637,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020066,4,7,8,12,13,3,39,43,23,7,11,11
WBGene00005712,530,477,450,272,253,291,963,876,832,634,659,549
WBGene00006971,134,244,220,331,351,359,425,463,443,708,779,682
WBGene00020067,7,10,4,6,4,4,21,11,17,24,25,31
WBGene00020065,3,8,4,6,7,4,23,24,19,20,25,14
WBGene00004857,378,440,321,507,411,440,742,730,556,678,759,662
WBGene00020068,3108,3036,2756,2968,2733,2775,673,570,565,670,766,734
WBGene00020064,1751,2456,2061,1488,1350,1547,7,7,4,9,8,5
WBGene00044312,39,32,39,28,33,35,0,0,1,4,4,3
WBGene00019381,1984,1281,1886,1638,1477,1653,697,630,587,265,302,273
WBGene00044311,37,42,30,31,23,24,24,36,24,32,39,30
WBGene00003181,1,4,5,2,2,4,1,2,1,1,0,2
WBGene00000265,1179,1266,1106,1349,1219,1372,9,9,6,13,15,9
WBGene00200903,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023099,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201979,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023098,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198939,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023097,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019380,2257,2420,2134,2074,2034,2023,318,319,291,365,408,357
WBGene00019382,5,5,6,3,10,6,7,7,8,30,27,30
WBGene00020315,602,794,601,1129,1099,1274,3102,2517,2625,1611,1753,1449
WBGene00020316,1608,1688,1433,1518,1379,1521,118,104,96,125,137,95
WBGene00020314,2498,2024,2104,1981,1795,1892,1008,809,887,493,593,550
WBGene00020313,6,4,7,4,8,10,2,3,4,5,3,3
WBGene00020317,564,564,479,430,397,436,642,589,527,1043,1142,1157
WBGene00018998,2189,2752,2371,2320,2097,2350,451,394,350,403,443,394
WBGene00166289,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002083,10797,8134,9004,9737,8715,8923,3641,2914,2796,4806,5175,4427
WBGene00000276,2936,2751,2574,2688,2544,2678,1213,1032,888,2282,2323,1914
WBGene00018999,8,17,18,39,26,28,14,22,20,25,25,20
WBGene00000762,801,826,737,767,703,732,692,666,558,413,443,435
WBGene00018997,30,21,30,257,238,286,83,76,70,340,318,284
WBGene00004133,198,253,196,35,36,43,20,8,9,194,211,149
WBGene00199912,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002845,8524,6508,7891,9850,8827,9248,3039,2622,2603,2487,2665,2544
WBGene00004462,3829,3827,3371,4168,3886,4185,1637,1400,1286,1395,1518,1395
WBGene00018996,748,704,621,666,669,662,948,784,680,576,664,559
WBGene00017951,2362,2706,2363,2614,2403,2531,482,423,389,453,484,451
WBGene00197925,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198486,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00194827,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219317,21,30,27,9,12,8,2,0,2,3,0,2
WBGene00001168,110611,82326,88087,103720,95558,92832,70390,52830,46271,72376,83529,66413
WBGene00219220,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00004340,5036,5977,5006,5329,4919,5406,138,139,132,107,139,118
WBGene00017950,74,97,102,88,81,103,47,47,56,175,199,178
WBGene00000443,618,651,600,1062,946,993,626,584,528,647,700,578
WBGene00195896,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00017952,116,113,120,126,107,114,43,42,28,12,13,10
WBGene00004182,553,516,488,576,610,564,1363,1309,1256,1168,1313,1228
WBGene00195582,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197812,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015544,11,11,22,5,3,5,26,32,27,52,58,39
WBGene00017389,53,34,44,43,42,32,53,45,41,52,79,79
WBGene00198750,0,0,0,0,0,0,0,0,0,0,2,1
WBGene00000597,5246,4765,4232,10807,11102,10251,47544,40357,31269,44115,50042,41774
WBGene00196053,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196380,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004341,1921,2095,1827,1976,1911,2021,654,653,571,650,717,608
WBGene00000872,1803,1729,1716,1598,1489,1561,2056,1903,1828,1241,1385,1231
WBGene00022985,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201001,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201983,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023414,45,68,50,75,74,59,138,109,100,123,136,142
WBGene00019810,5,4,1,4,7,7,2,0,0,6,6,9
WBGene00019811,5204,6362,5042,5210,4778,5023,6,0,3,0,4,7
WBGene00019812,18,20,22,19,15,14,0,1,1,1,5,2
WBGene00019809,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019813,526,573,456,649,637,670,941,834,916,678,747,645
WBGene00006713,5497,5003,4521,5764,5447,5503,1599,1336,1167,1427,1467,1292
WBGene00045190,12,19,14,10,9,5,0,0,0,0,0,2
WBGene00022733,11,7,4,2,5,8,0,0,2,0,0,0
WBGene00003022,2205,2236,1905,2051,1966,2081,167,171,126,206,226,176
WBGene00022734,2629,2133,2352,2749,2397,2672,1168,1074,972,1292,1435,1242
WBGene00220259,84,82,96,171,153,143,54,47,44,81,92,74
WBGene00022735,157,163,126,211,173,203,411,353,339,383,397,352
WBGene00022736,325,350,303,486,408,477,975,955,973,972,1023,988
WBGene00199120,0,0,0,0,0,0,0,0,2,0,1,0
WBGene00022737,1084,1234,1029,1068,955,1045,11,12,16,21,18,22
WBGene00022738,2494,1868,2093,1969,1916,1850,968,741,660,815,859,791
WBGene00044353,3,5,1,3,0,2,2,2,1,6,6,5
WBGene00022732,3,2,7,9,13,10,1,1,0,5,6,5
WBGene00003608,0,0,3,0,1,2,1,1,0,0,1,0
WBGene00044354,4,4,2,1,3,3,1,1,1,7,9,10
WBGene00015102,40568,39155,36232,44147,41244,39476,63,50,38,26,21,46
WBGene00023224,0,0,0,0,0,0,0,0,0,2,0,0
WBGene00195674,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201910,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003845,79,90,77,105,93,86,187,161,152,116,138,110
WBGene00015103,7,17,6,3,4,0,7,5,1,6,5,2
WBGene00003609,699,723,647,866,712,808,994,768,779,700,837,644
WBGene00015104,2288,2135,1974,2159,2060,2070,262,269,227,324,347,334
WBGene00015101,2240,2317,2017,2033,1880,1989,2271,1984,1602,1520,1633,1453
WBGene00015100,20,28,23,34,29,28,68,64,75,140,112,108
WBGene00015107,113,97,70,105,116,97,269,252,220,243,277,250
WBGene00015105,968,1361,1200,1019,982,1157,87,76,92,93,119,95
WBGene00015099,1745,2262,1839,2119,1988,2052,792,802,791,875,960,824
WBGene00044674,0,0,2,1,0,1,0,0,0,0,0,1
WBGene00166544,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015106,5,3,2,10,6,13,0,0,0,10,12,8
WBGene00001613,34,79,56,49,39,48,25,21,12,40,47,64
WBGene00004837,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00004848,0,1,0,0,0,1,0,0,0,0,0,0
WBGene00004850,0,1,1,0,0,0,0,0,1,0,0,0
WBGene00200057,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003858,3719,3186,3322,4286,3956,4206,3539,2978,3248,2674,2886,2697
WBGene00019401,5514,5477,4976,4345,4203,4269,5654,4218,4075,3821,4190,3707
WBGene00004390,2358,3294,2458,2862,2716,2678,915,975,790,925,1003,950
WBGene00019402,3331,3726,3223,2688,2511,2705,753,664,678,661,713,598
WBGene00019400,2268,1951,1942,2071,1860,1952,184,176,167,166,182,174
WBGene00018152,6812,6274,6228,8280,7755,7596,1182,939,956,1749,1804,1737
WBGene00005073,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005074,0,0,0,1,0,0,0,1,1,0,0,0
WBGene00005072,2,3,3,2,0,4,0,0,0,0,0,1
WBGene00004483,28130,22823,21407,21011,20790,20446,20121,17049,13126,21170,25198,19756
WBGene00004450,18458,15346,14226,14555,14508,15624,13097,10362,7731,11633,14033,11642
WBGene00018151,3355,3699,3193,2699,2458,2595,3016,2486,2098,1951,2219,1851
WBGene00018150,2712,2048,2189,2191,1903,2186,1230,1019,1030,836,802,784
WBGene00018149,2265,2694,2091,2455,2396,2396,626,594,490,703,738,673
WBGene00018155,4,1,0,2,4,0,1,0,1,4,1,1
WBGene00018153,186,175,175,122,118,128,560,523,474,391,491,365
WBGene00194742,53,64,53,42,55,55,144,174,134,221,251,211
WBGene00004490,11808,11741,8897,9312,8764,9210,8328,7171,5148,8830,10869,8335
WBGene00167713,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166041,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003176,18,20,11,13,14,9,11,4,7,9,11,17
WBGene00201252,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044005,39,45,43,75,64,73,1,2,1,4,8,5
WBGene00018154,1449,1763,1494,1523,1520,1519,315,295,269,433,461,405
WBGene00020112,2856,3680,2815,2681,2625,2734,862,743,685,1003,1040,894
WBGene00200455,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00006592,637,688,540,1096,1107,1082,1783,1587,1384,1489,1690,1564
WBGene00199701,0,0,0,0,0,0,1,0,0,1,0,0
WBGene00004417,28813,24184,26264,28250,25527,26355,23800,21536,18184,29436,34059,28567
WBGene00023466,0,0,0,0,0,2,0,0,0,0,0,0
WBGene00198286,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00044943,3,3,0,4,2,0,3,2,1,0,2,2
WBGene00044944,2,0,2,0,0,0,0,1,0,0,1,0
WBGene00020107,9644,7746,8361,7058,6394,6757,10852,9424,8462,5886,6512,5435
WBGene00197486,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00020106,124,183,157,228,180,211,135,150,126,163,157,162
WBGene00196459,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020109,1532,1722,1515,1804,1671,1879,756,655,584,866,886,782
WBGene00020110,3007,3323,2819,2313,2156,2386,686,599,507,570,670,639
WBGene00020111,1924,1805,1918,1812,1715,1806,388,341,293,404,386,393
WBGene00020113,1044,1078,956,1053,950,1056,490,445,419,484,499,405
WBGene00000080,2320,1965,2007,1838,1845,1853,345,304,269,340,370,318
WBGene00020636,2312,2510,2150,2089,2096,2100,2432,1975,1808,1971,2257,1870
WBGene00004189,5761,6271,5297,5307,4784,5149,2333,2053,1788,2389,2647,2270
WBGene00020635,21,22,13,35,38,29,3,4,3,15,7,7
WBGene00003890,77,100,78,31,44,41,82,67,48,183,168,176
WBGene00020646,2,9,6,1,4,7,4,5,5,23,19,11
WBGene00015158,38,44,39,40,36,48,52,32,45,58,74,54
WBGene00015159,1582,1491,1415,1379,1218,1269,1902,1784,1622,1250,1342,1283
WBGene00015160,2339,2606,2094,2088,1900,2109,156,158,128,225,222,190
WBGene00015165,10,8,4,36,31,29,8,8,7,4,7,2
WBGene00235162,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00194828,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015157,1453,1961,1668,1651,1488,1589,824,800,763,677,730,668
WBGene00015161,1331,1386,1125,1414,1277,1311,659,487,459,484,525,460
WBGene00015164,2235,2402,2277,2468,2334,2473,1160,933,871,906,920,819
WBGene00015162,3976,3879,3587,3836,3462,3571,1373,1194,1095,1022,1099,992
WBGene00015156,1723,2416,1988,2002,1760,1937,489,433,381,471,467,376
WBGene00015163,627,505,546,696,725,676,1722,1429,1390,1045,1109,1055
WBGene00018949,9,13,12,7,8,5,13,9,11,11,8,16
WBGene00018950,3413,3029,3261,3472,3180,3253,7,5,1,11,7,9
WBGene00018948,3854,2573,3034,3502,3134,3223,34,26,15,28,24,21
WBGene00018951,5520,4793,4166,1212,1145,1203,13504,11338,10832,7157,7562,6300
WBGene00018952,549,345,511,288,229,298,959,885,989,616,684,578
WBGene00018954,969,858,780,802,694,874,46,30,38,37,54,37
WBGene00018953,5797,4931,5579,6126,5617,5682,3848,3325,3348,2520,2692,2602
WBGene00001748,8520,7412,7604,8380,8036,7809,5250,4705,3872,3924,4426,4019
WBGene00023071,2,0,5,1,2,1,24,20,12,1,2,4
WBGene00002182,102,134,84,118,123,115,132,108,65,104,120,97
WBGene00017271,5,11,6,23,16,11,52,45,53,19,31,22
WBGene00017272,1277,1496,1236,1151,1102,1123,1467,1457,1137,967,1086,926
WBGene00017273,1207,1177,1227,1253,1189,1293,618,583,527,528,527,564
WBGene00017274,2428,2475,2259,2406,2172,2294,738,657,667,675,781,648
WBGene00017275,1592,1317,1471,1580,1454,1531,461,390,460,394,395,349
WBGene00017269,2147,3434,2746,2470,2220,2598,81,52,62,38,56,50
WBGene00017268,2123,2270,1885,2213,2052,2227,2311,2127,1653,1658,1706,1556
WBGene00017270,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00017267,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00269381,0,0,2,2,1,1,0,0,0,0,0,0
WBGene00020603,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00020602,0,1,0,0,0,0,2,0,0,2,0,2
WBGene00003378,870,652,722,1178,1015,1060,1809,1441,1246,1505,1736,1655
WBGene00198669,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020604,5135,5114,4489,5259,4870,4644,2707,2441,2031,2224,2669,2232
WBGene00001974,822,1325,934,718,685,756,106,80,85,110,129,111
WBGene00020601,1405,1502,1275,1192,1086,1141,204,185,165,219,234,182
WBGene00006542,2297,2157,2032,1779,1614,1806,270,252,276,304,345,315
WBGene00020600,1306,1558,1355,1161,1042,1172,225,236,195,311,315,277
WBGene00220074,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020605,109,67,76,94,87,83,158,145,141,214,221,249
WBGene00170943,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219765,0,0,2,0,1,0,0,0,0,0,0,0
WBGene00000118,1993,1853,1606,1018,891,847,7924,7050,6138,3536,3938,3496
WBGene00022102,7,5,7,27,28,24,20,22,14,20,14,23
WBGene00044451,0,0,0,0,0,0,0,1,0,1,0,0
WBGene00044450,0,0,1,1,0,0,1,2,1,2,1,0
WBGene00201541,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00003376,20,38,35,23,21,13,35,25,28,48,51,45
WBGene00044449,0,0,0,0,0,0,0,1,2,4,1,2
WBGene00019196,1120,1332,1060,1123,1102,1137,486,411,403,360,396,354
WBGene00001503,4423,3799,3644,4323,4042,3944,4570,3577,3328,3075,3340,3043
WBGene00196910,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00019197,162,196,185,333,289,369,90,79,82,49,64,60
WBGene00003497,1766,1811,1655,2108,2275,2054,4447,3936,3813,5664,5886,5407
WBGene00219807,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199514,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00198566,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00000479,33016,18071,28265,27665,24712,25776,1139,905,862,970,978,937
WBGene00044945,0,0,1,0,0,1,0,0,0,0,0,0
WBGene00015582,48,40,38,37,33,44,4,4,3,3,1,4
WBGene00015581,2425,3475,2674,2792,2540,2814,883,801,773,729,846,765
WBGene00015580,717,709,631,630,542,547,1205,1117,991,1402,1584,1369
WBGene00000537,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000854,1011,1553,1249,1161,1088,1147,339,421,342,449,495,456
WBGene00015579,1370,1483,1312,1349,1278,1261,380,355,279,387,496,377
WBGene00002986,812,944,849,825,775,840,416,393,463,317,360,364
WBGene00197539,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00195915,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003024,195,210,229,147,157,173,189,190,208,229,240,193
WBGene00198521,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00201594,0,0,1,0,1,0,1,0,0,0,0,0
WBGene00196983,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00199415,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219719,0,0,0,0,1,0,2,0,0,0,0,2
WBGene00003324,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000437,244,207,217,159,161,158,319,253,241,228,243,248
WBGene00020048,16,13,14,8,5,9,22,18,7,27,19,16
WBGene00020049,159,184,135,227,264,247,256,187,170,536,557,485
WBGene00020047,297,281,260,400,442,442,498,420,390,861,913,778
WBGene00020050,466,470,447,489,426,571,506,429,463,385,415,394
WBGene00004420,21802,18416,16654,15722,14508,14751,16232,13226,10991,16456,18650,14889
WBGene00202194,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003063,5054,4653,4450,4881,4721,4716,2129,1769,1619,2397,2635,2308
WBGene00020051,125,178,165,135,149,138,135,151,140,229,260,289
WBGene00020052,24,44,31,20,22,31,22,25,31,123,145,96
WBGene00000846,2534,2220,2282,2471,2210,2368,730,712,692,608,598,538
WBGene00194726,24,43,28,46,32,58,70,64,68,77,82,89
WBGene00020053,11,12,6,20,25,16,0,0,0,1,1,1
WBGene00206459,240,193,222,268,295,294,33,27,27,69,97,85
WBGene00020202,9,2,2,17,20,13,8,13,9,20,21,16
WBGene00194734,0,0,2,1,2,1,2,1,1,5,4,0
WBGene00219726,14,13,14,18,15,13,72,60,55,36,34,32
WBGene00020201,14,15,15,6,15,13,26,18,21,29,25,31
WBGene00020200,381,319,299,337,346,353,819,728,665,498,545,506
WBGene00197191,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022816,449,463,485,181,190,181,64,73,65,527,599,520
WBGene00199969,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022817,2881,2778,2392,2789,2524,2475,422,354,312,464,491,461
WBGene00202341,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023219,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022819,0,1,0,0,0,1,0,0,0,1,0,0
WBGene00022818,0,0,1,0,1,0,0,0,0,1,0,1
WBGene00044448,0,0,0,3,0,2,0,0,0,1,0,0
WBGene00001470,763,1152,930,1049,957,969,432,440,392,454,488,476
WBGene00194729,2,3,4,0,0,1,3,11,3,12,9,12
WBGene00201519,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171461,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015988,16,13,24,60,44,72,0,3,4,2,3,1
WBGene00015989,374,309,339,250,222,284,32,28,38,24,22,18
WBGene00015990,0,1,3,4,5,2,0,1,0,0,0,0
WBGene00015992,5,5,3,15,8,14,0,0,0,1,4,3
WBGene00015991,14,12,9,15,22,36,8,6,5,12,9,10
WBGene00003002,4124,3649,3966,4688,4213,4506,1431,1276,1217,1284,1293,1344
WBGene00044946,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015386,38,45,37,71,68,64,11,12,8,18,20,13
WBGene00200206,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00015385,15,17,11,12,12,17,0,0,0,0,1,1
WBGene00003559,2321,1556,2084,2854,2612,2867,3808,3517,3046,3365,3668,3325
WBGene00022660,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00199475,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00022661,5,13,7,5,6,9,21,4,8,10,10,11
WBGene00022662,1,1,0,2,2,2,8,5,4,3,1,1
WBGene00000395,255,326,230,215,254,217,47,33,26,117,100,103
WBGene00172146,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003956,1152,1156,1031,1031,985,1108,4732,4019,3147,2859,3062,2496
WBGene00022516,1606,1749,1538,1449,1305,1306,792,761,632,616,715,574
WBGene00022792,1530,1938,1585,1530,1387,1449,163,206,165,219,243,189
WBGene00022795,4,20,12,9,15,9,0,2,4,1,3,2
WBGene00022793,3514,3585,3212,3706,3253,3509,3040,2676,2563,2975,3191,2929
WBGene00022794,1682,2117,1590,1345,1341,1415,314,261,241,321,360,289
WBGene00044799,10,9,6,24,22,17,1,0,1,0,1,3
WBGene00022791,2689,2375,2756,1755,1640,1767,334,293,274,337,352,291
WBGene00015590,1220,1301,1028,1236,1174,1251,14,19,10,25,13,20
WBGene00003102,196,226,197,66,82,79,142,151,110,173,194,185
WBGene00015591,1511,1304,1261,1544,1442,1577,25,18,31,40,50,58
WBGene00166824,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196265,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195506,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198118,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197139,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200613,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001174,176,144,159,61,71,71,81,48,64,95,121,105
WBGene00199616,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00195555,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198396,0,0,0,0,0,0,0,0,0,0,0,0
